ticket_id,title,description,issue_type,customer_type,channel,previous_complaints,hours_open,impact_level,priority
TKT-13299,Critical payment failure affecting all users,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Account Suspension,Premium,Phone Call,9,0.53,High,High
TKT-13300,Payment processing delayed by 2-3 minutes,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Login Issue,Regular,Email,5,9.5,Medium,Medium
TKT-13301,Login completely broken for all premium users,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Technical Bug,Regular,Email,8,1.17,High,High
TKT-13302,Critical bug causing data exposure,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Feature Request,Premium,Phone Call,6,2.76,High,High
TKT-13303,Intermittent login failures reported,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Payment Issue,Premium,Email,3,7.38,High,Medium
TKT-13304,Login completely broken for all premium users,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Payment Issue,Regular,Phone Call,11,1.37,High,High
TKT-13305,Intermittent login failures reported,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Technical Bug,Regular,Chat,5,9.21,Medium,Medium
TKT-13306,Intermittent login failures reported,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Payment Issue,Premium,Email,2,1.88,High,Medium
TKT-13307,Dashboard displaying incorrect statistics,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Login Issue,Regular,Chat,5,9.55,Low,Medium
TKT-13308,Report generation taking too long,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Feature Request,Regular,Phone Call,5,18.28,Medium,Medium
TKT-13309,Add CSV export option,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Login Issue,Regular,Email,3,10.58,Low,Low
TKT-13310,Spelling error in help documentation,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Other,Regular,Email,0,71.66,High,Low
TKT-13311,DDoS attack in progress – site unreachable,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Security Problem,Premium,Phone Call,5,1.38,Medium,High
TKT-13312,Critical payment failure affecting all users,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Login Issue,Premium,Email,15,3.66,High,High
TKT-13313,Update FAQ section,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Feature Request,Regular,Email,2,24.9,Low,Low
TKT-13314,Dashboard displaying incorrect statistics,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Feature Request,Premium,Chat,4,4.13,High,Medium
TKT-13315,Payment processing delayed by 2-3 minutes,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Other,Regular,Phone Call,3,5.23,Medium,Medium
TKT-13316,Feature not working as expected,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Other,Premium,Email,2,6.13,Medium,Medium
TKT-13317,Feature not working as expected,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Technical Bug,Regular,Phone Call,1,12.9,Medium,Medium
TKT-13318,Critical bug causing data exposure,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Technical Bug,Premium,Email,6,1.91,Medium,High
TKT-13319,Feature not working as expected,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Technical Bug,Regular,Email,1,5.2,Medium,Medium
TKT-13320,Critical payment failure affecting all users,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Server Down,Premium,Email,3,3.65,High,High
TKT-13321,Payment processing delayed by 2-3 minutes,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Account Suspension,Premium,Chat,2,8.52,High,Medium
TKT-13322,Dashboard displaying incorrect statistics,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Feature Request,Regular,Email,1,13.05,Medium,Medium
TKT-13323,Request to add dark mode,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Other,Regular,Email,2,35.04,Low,Low
TKT-13324,Report generation taking too long,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Feature Request,Regular,Email,6,10.14,Medium,Medium
TKT-13325,Request to add dark mode,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Payment Issue,Premium,Chat,3,56.53,Low,Low
TKT-13326,Report generation taking too long,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Login Issue,Premium,Phone Call,2,3.72,Medium,Medium
TKT-13327,Server completely down – production halted,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Login Issue,Premium,Chat,4,3.46,High,High
TKT-13328,Payment gateway rejected all transactions,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Login Issue,Regular,Email,8,1.27,High,High
TKT-13329,Email notifications not arriving,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Feature Request,Premium,Phone Call,5,10.36,Medium,Medium
TKT-13330,Export to PDF producing blank file,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Other,Regular,Email,3,18.98,Medium,Medium
TKT-13331,Report generation taking too long,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Technical Bug,Premium,Phone Call,3,17.22,Medium,Medium
TKT-13332,Feature not working as expected,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Login Issue,Premium,Email,6,5.23,Medium,Medium
TKT-13333,Request for additional report filter,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Other,Premium,Phone Call,3,20.57,Low,Low
